Gene	sgRNA	eff
C17orf66	C17orf66_m34195660	1
C17orf66	C17orf66_m34195682	1
C17orf66	C17orf66_m34195707	1
C17orf66	C17orf66_p34193734	1
C17orf66	C17orf66_p34193742	1
C17orf66	C17orf66_p34195651	1
C17orf66	C17orf66_p34195666	1
C17orf66	C17orf66_p34195673	1
C17orf66	C17orf66_p34195686	1
C17orf67	C17orf67_m54872516	1
C17orf67	C17orf67_m54892254	1
C17orf67	C17orf67_m54893115	1
C17orf67	C17orf67_p54872495	1
C17orf67	C17orf67_p54872504	1
C17orf67	C17orf67_p54892215	1
C17orf67	C17orf67_p54892223	1
C17orf67	C17orf67_p54892267	1
C17orf67	C17orf67_p54892277	1
C17orf67	C17orf67_p54893136	1
C17orf70	C17orf70_m79519239	1
C17orf70	C17orf70_m79519256	1
C17orf70	C17orf70_m79519302	1
C17orf70	C17orf70_p79519218	1
C17orf70	C17orf70_p79519226	1
C17orf70	C17orf70_p79519244	1
C17orf70	C17orf70_p79519304	1
C17orf70	C17orf70_p79519310	1
C17orf70	C17orf70_p79519318	1
C17orf70	C17orf70_p79519323	1
C17orf72	C17orf72_m62075762	1
C17orf72	C17orf72_m62076091	1
C17orf72	C17orf72_m62076119	1
C17orf72	C17orf72_m62076126	1
C17orf72	C17orf72_m62076131	1
C17orf72	C17orf72_m62076331	1
C17orf72	C17orf72_m62076370	1
C17orf72	C17orf72_m62076388	1
C17orf72	C17orf72_p62075712	1
C17orf72	C17orf72_p62076374	1
C17orf74	C17orf74_m7329018	1
C17orf74	C17orf74_m7329035	1
C17orf74	C17orf74_m7329068	1
C17orf74	C17orf74_m7329077	1
C17orf74	C17orf74_m7329093	1
C17orf74	C17orf74_m7329105	1
C17orf74	C17orf74_m7329310	1
C17orf74	C17orf74_p7329079	1
C17orf74	C17orf74_p7329114	1
C17orf74	C17orf74_p7329123	1
C17orf75	C17orf75_m30668287	1
C17orf75	C17orf75_m30669020	1
C17orf75	C17orf75_m30669027	1
C17orf75	C17orf75_m30669077	1
C17orf75	C17orf75_m30669082	1
C17orf75	C17orf75_m30669093	1
C17orf75	C17orf75_m30669129	1
C17orf75	C17orf75_p30669035	1
C17orf75	C17orf75_p30669042	1
C17orf75	C17orf75_p30669062	1
C17orf80	C17orf80_m71231636	1
C17orf80	C17orf80_m71231657	1
C17orf80	C17orf80_m71231691	1
C17orf80	C17orf80_m71231754	1
C17orf80	C17orf80_m71231759	1
C17orf80	C17orf80_m71231795	1
C17orf80	C17orf80_p71231623	1
C17orf80	C17orf80_p71231693	1
C17orf80	C17orf80_p71231842	1
C17orf80	C17orf80_p71231848	1
C17orf82	C17orf82_m59489349	1
C17orf82	C17orf82_m59489363	1
C17orf82	C17orf82_m59489387	1
C17orf82	C17orf82_m59489393	1
C17orf82	C17orf82_m59489401	1
C17orf82	C17orf82_m59489444	1
C17orf82	C17orf82_p59489322	1
C17orf82	C17orf82_p59489353	1
C17orf82	C17orf82_p59489462	1
C17orf82	C17orf82_p59489467	1
C17orf85	C17orf85_m3749378	1
C17orf85	C17orf85_m3749396	1
C17orf85	C17orf85_m3749408	1
C17orf85	C17orf85_m3749416	1
C17orf85	C17orf85_m3749477	1
C17orf85	C17orf85_m3749483	1
C17orf85	C17orf85_m3749504	1
C17orf85	C17orf85_p3749380	1
C17orf85	C17orf85_p3749386	1
C17orf85	C17orf85_p3749419	1
C17orf89	C17orf89_m79213192	1
C17orf89	C17orf89_m79213371	1
C17orf89	C17orf89_m79213417	1
C17orf89	C17orf89_m79213473	1
C17orf89	C17orf89_p79213154	1
C17orf89	C17orf89_p79213159	1
C17orf89	C17orf89_p79213358	1
C17orf89	C17orf89_p79213405	1
C17orf89	C17orf89_p79213456	1
C17orf89	C17orf89_p79214779	1
C17orf96	C17orf96_m36830477	1
C17orf96	C17orf96_m36830575	1
C17orf96	C17orf96_p36830595	1
C17orf96	C17orf96_p36830600	1
C17orf96	C17orf96_p36830609	1
C17orf96	C17orf96_p36830617	1
C17orf96	C17orf96_p36830630	1
C17orf96	C17orf96_p36830681	1
C17orf96	C17orf96_p36830702	1
C17orf96	C17orf96_p36830727	1
C17orf97	C17orf97_m260150	1
C17orf97	C17orf97_m260156	1
C17orf97	C17orf97_m260165	1
C17orf97	C17orf97_m260180	1
C17orf97	C17orf97_p260124	1
C17orf97	C17orf97_p260130	1
C17orf97	C17orf97_p260135	1
C17orf97	C17orf97_p260172	1
C17orf97	C17orf97_p260214	1
C17orf97	C17orf97_p260222	1
C18orf21	C18orf21_m33557456	1
C18orf21	C18orf21_m33557465	1
C18orf21	C18orf21_m33557492	1
C18orf21	C18orf21_m33558804	1
C18orf21	C18orf21_m33558915	1
C18orf21	C18orf21_p33557393	1
C18orf21	C18orf21_p33557478	1
C18orf21	C18orf21_p33557507	1
C18orf21	C18orf21_p33557516	1
C18orf21	C18orf21_p33557533	1
C18orf25	C18orf25_m43795931	1
C18orf25	C18orf25_m43796141	1
C18orf25	C18orf25_p43795836	1
C18orf25	C18orf25_p43795845	1
C18orf25	C18orf25_p43795911	1
C18orf25	C18orf25_p43795921	1
C18orf25	C18orf25_p43795965	1
C18orf25	C18orf25_p43796015	1
C18orf25	C18orf25_p43796133	1
C18orf25	C18orf25_p43796190	1
C18orf54	C18orf54_m51887000	1
C18orf54	C18orf54_m51887018	1
C18orf54	C18orf54_m51887036	1
C18orf54	C18orf54_m51887130	1
C18orf54	C18orf54_p51886983	1
C18orf54	C18orf54_p51887002	1
C18orf54	C18orf54_p51887026	1
C18orf54	C18orf54_p51887079	1
C18orf54	C18orf54_p51887119	1
C18orf54	C18orf54_p51887203	1
C18orf56	C18orf56_m658085	1
C18orf56	C18orf56_m658165	1
C18orf56	C18orf56_m658233	1
C18orf56	C18orf56_p658044	1
C18orf56	C18orf56_p658049	1
C18orf56	C18orf56_p658087	1
C18orf56	C18orf56_p658101	1
C18orf56	C18orf56_p658112	1
C18orf56	C18orf56_p658117	1
C18orf56	C18orf56_p658143	1
C18orf8	C18orf8_m21083583	1
C18orf8	C18orf8_m21083647	1
C18orf8	C18orf8_m21083676	1
C18orf8	C18orf8_p21083598	1
C18orf8	C18orf8_p21083617	1
C18orf8	C18orf8_p21083650	1
C18orf8	C18orf8_p21083662	1
C18orf8	C18orf8_p21084343	1
C18orf8	C18orf8_p21084348	1
C18orf8	C18orf8_p21084358	1
C19orf10	C19orf10_m4670212	1
C19orf10	C19orf10_m4670220	1
C19orf10	C19orf10_m4670234	1
C19orf10	C19orf10_m4670283	1
C19orf10	C19orf10_m4670300	1
C19orf10	C19orf10_m4670314	1
C19orf10	C19orf10_m4670320	1
C19orf10	C19orf10_p4670193	1
C19orf10	C19orf10_p4670226	1
C19orf10	C19orf10_p4670242	1
C19orf12	C19orf12_m30193844	1
C19orf12	C19orf12_m30199162	1
C19orf12	C19orf12_m30199174	1
C19orf12	C19orf12_m30199215	1
C19orf12	C19orf12_m30199223	1
C19orf12	C19orf12_m30199231	1
C19orf12	C19orf12_m30199236	1
C19orf12	C19orf12_m30199272	1
C19orf12	C19orf12_m30199304	1
C19orf12	C19orf12_p30199153	1
C19orf18	C19orf18_m58485681	1
C19orf18	C19orf18_m58485702	1
C19orf18	C19orf18_m58485717	1
C19orf18	C19orf18_m58485783	1
C19orf18	C19orf18_m58485793	1
C19orf18	C19orf18_p58485527	1
C19orf18	C19orf18_p58485683	1
C19orf18	C19orf18_p58485688	1
C19orf18	C19orf18_p58485705	1
C19orf18	C19orf18_p58485724	1
C19orf21	C19orf21_m756970	1
C19orf21	C19orf21_m756975	1
C19orf21	C19orf21_m756984	1
C19orf21	C19orf21_m756996	1
C19orf21	C19orf21_m757004	1
C19orf21	C19orf21_m757090	1
C19orf21	C19orf21_p756987	1
C19orf21	C19orf21_p757023	1
C19orf21	C19orf21_p757032	1
C19orf21	C19orf21_p757076	1
C19orf24	C19orf24_m1275557	1
C19orf24	C19orf24_m1275589	1
C19orf24	C19orf24_m1275627	1
C19orf24	C19orf24_m1275650	1
C19orf24	C19orf24_m1275677	1
C19orf24	C19orf24_p1275599	1
C19orf24	C19orf24_p1275610	1
C19orf24	C19orf24_p1275655	1
C19orf24	C19orf24_p1275668	1
C19orf24	C19orf24_p1275679	1
C19orf25	C19orf25_m1475221	1
C19orf25	C19orf25_m1478784	1
C19orf25	C19orf25_m1478820	1
C19orf25	C19orf25_m1478829	1
C19orf25	C19orf25_m1478892	1
C19orf25	C19orf25_p1475193	1
C19orf25	C19orf25_p1475223	1
C19orf25	C19orf25_p1475229	1
C19orf25	C19orf25_p1478789	1
C19orf25	C19orf25_p1478872	1
C19orf26	C19orf26_m1236007	1
C19orf26	C19orf26_m1236020	1
C19orf26	C19orf26_m1236080	1
C19orf26	C19orf26_p1235877	1
C19orf26	C19orf26_p1235882	1
C19orf26	C19orf26_p1236011	1
C19orf26	C19orf26_p1236027	1
C19orf26	C19orf26_p1236033	1
C19orf26	C19orf26_p1236063	1
C19orf26	C19orf26_p1236069	1
C19orf33	C19orf33_m38794902	1
C19orf33	C19orf33_m38794915	1
C19orf33	C19orf33_m38795018	1
C19orf33	C19orf33_m38795025	1
C19orf33	C19orf33_m38795083	1
C19orf33	C19orf33_m38795121	1
C19orf33	C19orf33_m38795262	1
C19orf33	C19orf33_m38795274	1
C19orf33	C19orf33_p38794894	1
C19orf33	C19orf33_p38795088	1
C19orf35	C19orf35_p2278983	1
C19orf35	C19orf35_p2278993	1
C19orf35	C19orf35_p2278998	1
C19orf35	C19orf35_p2279032	1
C19orf35	C19orf35_p2279039	1
C19orf35	C19orf35_p2279062	1
C19orf35	C19orf35_p2279076	1
C19orf35	C19orf35_p2279082	1
C19orf35	C19orf35_p2280843	1
C19orf35	C19orf35_p2280858	1
C19orf38	C19orf38_m10959190	1
C19orf38	C19orf38_m10960940	1
C19orf38	C19orf38_m10960951	1
C19orf38	C19orf38_m10960977	1
C19orf38	C19orf38_m10961002	1
C19orf38	C19orf38_p10959170	1
C19orf38	C19orf38_p10959193	1
C19orf38	C19orf38_p10960920	1
C19orf38	C19orf38_p10960943	1
C19orf38	C19orf38_p10961041	1
C19orf40	C19orf40_p33464154	1
C19orf40	C19orf40_p33464159	1
C19orf40	C19orf40_p33464170	1
C19orf40	C19orf40_p33464176	1
C19orf40	C19orf40_p33464186	1
C19orf40	C19orf40_p33464401	1
C19orf40	C19orf40_p33464408	1
C19orf40	C19orf40_p33464414	1
C19orf40	C19orf40_p33464427	1
C19orf40	C19orf40_p33464436	1
C19orf43	C19orf43_m12845310	1
C19orf43	C19orf43_m12845320	1
C19orf43	C19orf43_m12845331	1
C19orf43	C19orf43_m12845373	1
C19orf43	C19orf43_m12845379	1
C19orf43	C19orf43_m12845389	1
C19orf43	C19orf43_m12845424	1
C19orf43	C19orf43_m12845439	1
C19orf43	C19orf43_m12845449	1
C19orf43	C19orf43_p12845298	1
C19orf44	C19orf44_m16611625	1
C19orf44	C19orf44_m16611707	1
C19orf44	C19orf44_m16611738	1
C19orf44	C19orf44_m16611794	1
C19orf44	C19orf44_m16611806	1
C19orf44	C19orf44_m16611825	1
C19orf44	C19orf44_m16611835	1
C19orf44	C19orf44_p16611650	1
C19orf44	C19orf44_p16611665	1
C19orf44	C19orf44_p16611798	1
C19orf45	C19orf45_m7565715	1
C19orf45	C19orf45_m7565724	1
C19orf45	C19orf45_m7565732	1
C19orf45	C19orf45_m7565744	1
C19orf45	C19orf45_m7565749	1
C19orf45	C19orf45_m7565770	1
C19orf45	C19orf45_p7565696	1
C19orf45	C19orf45_p7565736	1
C19orf45	C19orf45_p7565752	1
C19orf45	C19orf45_p7565794	1
C19orf47	C19orf47_m40842236	1
C19orf47	C19orf47_m40842268	1
C19orf47	C19orf47_m40842287	1
C19orf47	C19orf47_m40847747	1
C19orf47	C19orf47_p40842241	1
C19orf47	C19orf47_p40842247	1
C19orf47	C19orf47_p40842258	1
C19orf47	C19orf47_p40842275	1
C19orf47	C19orf47_p40842291	1
C19orf47	C19orf47_p40847734	1
C19orf48	C19orf48_m51301627	1
C19orf48	C19orf48_m51301636	1
C19orf48	C19orf48_m51301644	1
C19orf48	C19orf48_m51301664	1
C19orf48	C19orf48_m51301674	1
C19orf48	C19orf48_m51301683	1
C19orf48	C19orf48_m51301692	1
C19orf48	C19orf48_p51301648	1
C19orf48	C19orf48_p51301653	1
C19orf48	C19orf48_p51301666	1
C19orf52	C19orf52_m11039505	1
C19orf52	C19orf52_m11039701	1
C19orf52	C19orf52_p11039485	1
C19orf52	C19orf52_p11039496	1
C19orf52	C19orf52_p11039524	1
C19orf52	C19orf52_p11039542	1
C19orf52	C19orf52_p11039551	1
C19orf52	C19orf52_p11039559	1
C19orf52	C19orf52_p11039565	1
C19orf52	C19orf52_p11039570	1
C19orf53	C19orf53_m13885331	1
C19orf53	C19orf53_m13885464	1
C19orf53	C19orf53_m13885482	1
C19orf53	C19orf53_m13888885	1
C19orf53	C19orf53_m13888920	1
C19orf53	C19orf53_p13885278	1
C19orf53	C19orf53_p13885323	1
C19orf53	C19orf53_p13885466	1
C19orf53	C19orf53_p13888856	1
C19orf53	C19orf53_p13888863	1
C19orf54	C19orf54_m41255461	1
C19orf54	C19orf54_p41255464	1
C19orf54	C19orf54_p41255479	1
C19orf54	C19orf54_p41255502	1
C19orf54	C19orf54_p41255508	1
C19orf54	C19orf54_p41255517	1
C19orf54	C19orf54_p41255527	1
C19orf54	C19orf54_p41255557	1
C19orf54	C19orf54_p41255618	1
C19orf54	C19orf54_p41255623	1
C19orf55	C19orf55_m36250321	1
C19orf55	C19orf55_m36250334	1
C19orf55	C19orf55_m36250348	1
C19orf55	C19orf55_m36250355	1
C19orf55	C19orf55_m36250360	1
C19orf55	C19orf55_m36250693	1
C19orf55	C19orf55_p36249105	1
C19orf55	C19orf55_p36250287	1
C19orf55	C19orf55_p36250339	1
C19orf55	C19orf55_p36250684	1
C19orf57	C19orf57_m14006241	1
C19orf57	C19orf57_m14006250	1
C19orf57	C19orf57_m14006260	1
C19orf57	C19orf57_m14006303	1
C19orf57	C19orf57_m14015676	1
C19orf57	C19orf57_m14015684	1
C19orf57	C19orf57_p14006232	1
C19orf57	C19orf57_p14006264	1
C19orf57	C19orf57_p14006272	1
C19orf57	C19orf57_p14006311	1
C19orf59	C19orf59_m7741968	1
C19orf59	C19orf59_m7741996	1
C19orf59	C19orf59_m7742018	1
C19orf59	C19orf59_m7742521	1
C19orf59	C19orf59_m7742528	1
C19orf59	C19orf59_m7742535	1
C19orf59	C19orf59_m7742577	1
C19orf59	C19orf59_p7741975	1
C19orf59	C19orf59_p7742004	1
C19orf59	C19orf59_p7742566	1
C19orf60	C19orf60_m18699621	1
C19orf60	C19orf60_m18699627	1
C19orf60	C19orf60_m18699638	1
C19orf60	C19orf60_m18699656	1
C19orf60	C19orf60_m18699698	1
C19orf60	C19orf60_m18699815	1
C19orf60	C19orf60_p18699607	1
C19orf60	C19orf60_p18699643	1
C19orf60	C19orf60_p18699660	1
C19orf60	C19orf60_p18699688	1
C19orf66	C19orf66_m10197621	1
C19orf66	C19orf66_m10197719	1
C19orf66	C19orf66_p10197094	1
C19orf66	C19orf66_p10197099	1
C19orf66	C19orf66_p10197599	1
C19orf66	C19orf66_p10197608	1
C19orf66	C19orf66_p10197623	1
C19orf66	C19orf66_p10197642	1
C19orf66	C19orf66_p10197681	1
C19orf66	C19orf66_p10197687	1
C19orf67	C19orf67_m14196294	1
C19orf67	C19orf67_m14196416	1
C19orf67	C19orf67_p14196299	1
C19orf67	C19orf67_p14196341	1
C19orf67	C19orf67_p14196349	1
C19orf67	C19orf67_p14196356	1
C19orf67	C19orf67_p14196362	1
C19orf67	C19orf67_p14196374	1
C19orf67	C19orf67_p14196381	1
C19orf67	C19orf67_p14196418	1
C19orf70	C19orf70_m5679676	1
C19orf70	C19orf70_m5679711	1
C19orf70	C19orf70_m5679721	1
C19orf70	C19orf70_m5679749	1
C19orf70	C19orf70_m5679754	1
C19orf70	C19orf70_m5679762	1
C19orf70	C19orf70_m5680487	1
C19orf70	C19orf70_p5679683	1
C19orf70	C19orf70_p5680466	1
C19orf70	C19orf70_p5680476	1
C19orf71	C19orf71_m3539185	1
C19orf71	C19orf71_m3539227	1
C19orf71	C19orf71_m3539236	1
C19orf71	C19orf71_m3539243	1
C19orf71	C19orf71_m3543244	1
C19orf71	C19orf71_m3543249	1
C19orf71	C19orf71_m3543261	1
C19orf71	C19orf71_p3539167	1
C19orf71	C19orf71_p3539174	1
C19orf71	C19orf71_p3543229	1
C19orf77	C19orf77_m3478878	1
C19orf77	C19orf77_m3478900	1
C19orf77	C19orf77_m3480450	1
C19orf77	C19orf77_p3478849	1
C19orf77	C19orf77_p3478870	1
C19orf77	C19orf77_p3478884	1
C19orf77	C19orf77_p3478891	1
C19orf77	C19orf77_p3478904	1
C19orf77	C19orf77_p3480390	1
C19orf77	C19orf77_p3480421	1
C19orf80	C19orf80_m11350319	1
C19orf80	C19orf80_m11350382	1
C19orf80	C19orf80_m11350393	1
C19orf80	C19orf80_m11350422	1
C19orf80	C19orf80_p11350321	1
C19orf80	C19orf80_p11350327	1
C19orf80	C19orf80_p11350333	1
C19orf80	C19orf80_p11350341	1
C19orf80	C19orf80_p11350354	1
C19orf80	C19orf80_p11350412	1
C19orf81	C19orf81_m51152710	1
C19orf81	C19orf81_m51159312	1
C19orf81	C19orf81_m51159334	1
C19orf81	C19orf81_p51152691	1
C19orf81	C19orf81_p51152718	1
C19orf81	C19orf81_p51152746	1
C19orf81	C19orf81_p51159298	1
C19orf81	C19orf81_p51159304	1
C19orf81	C19orf81_p51159337	1
C19orf81	C19orf81_p51159342	1
C1QBP	C1QBP_m5338194	1
C1QBP	C1QBP_m5342163	1
C1QBP	C1QBP_m5342231	1
C1QBP	C1QBP_m5342244	1
C1QBP	C1QBP_m5342264	1
C1QBP	C1QBP_m5342293	1
C1QBP	C1QBP_m5342343	1
C1QBP	C1QBP_p5342246	1
C1QBP	C1QBP_p5342251	1
C1QBP	C1QBP_p5342301	1
C1orf100	C1orf100_m244528012	1
C1orf100	C1orf100_m244528044	1
C1orf100	C1orf100_m244528052	1
C1orf100	C1orf100_m244538718	1
C1orf100	C1orf100_p244528036	1
C1orf100	C1orf100_p244538671	1
C1orf100	C1orf100_p244538686	1
C1orf100	C1orf100_p244538698	1
C1orf100	C1orf100_p244538706	1
C1orf100	C1orf100_p244538747	1
C1orf101	C1orf101_m244681924	1
C1orf101	C1orf101_m244681941	1
C1orf101	C1orf101_m244715628	1
C1orf101	C1orf101_m244715741	1
C1orf101	C1orf101_m244715756	1
C1orf101	C1orf101_m244715765	1
C1orf101	C1orf101_p244681907	1
C1orf101	C1orf101_p244715657	1
C1orf101	C1orf101_p244715744	1
C1orf101	C1orf101_p244715771	1
C1orf105	C1orf105_m172414242	1
C1orf105	C1orf105_m172414258	1
C1orf105	C1orf105_m172414275	1
C1orf105	C1orf105_m172414289	1
C1orf105	C1orf105_m172417618	1
C1orf105	C1orf105_m172425558	1
C1orf105	C1orf105_m172425568	1
C1orf105	C1orf105_m172425579	1
C1orf105	C1orf105_m172425595	1
C1orf105	C1orf105_p172414232	1
C1orf106	C1orf106_m200867559	1
C1orf106	C1orf106_m200867575	1
C1orf106	C1orf106_m200868622	1
C1orf106	C1orf106_m200868639	1
C1orf106	C1orf106_p200867518	1
C1orf106	C1orf106_p200867543	1
C1orf106	C1orf106_p200867561	1
C1orf106	C1orf106_p200868646	1
C1orf106	C1orf106_p200868654	1
C1orf106	C1orf106_p200868661	1
C1orf109	C1orf109_m38155416	1
C1orf109	C1orf109_m38155455	1
C1orf109	C1orf109_m38155471	1
C1orf109	C1orf109_m38155478	1
C1orf109	C1orf109_m38155540	1
C1orf109	C1orf109_p38155398	1
C1orf109	C1orf109_p38155407	1
C1orf109	C1orf109_p38155419	1
C1orf109	C1orf109_p38155504	1
C1orf109	C1orf109_p38155514	1
C1orf111	C1orf111_m162345166	1
C1orf111	C1orf111_m162346479	1
C1orf111	C1orf111_m162346551	1
C1orf111	C1orf111_p162345150	1
C1orf111	C1orf111_p162345174	1
C1orf111	C1orf111_p162346462	1
C1orf111	C1orf111_p162346469	1
C1orf111	C1orf111_p162346490	1
C1orf111	C1orf111_p162346521	1
C1orf111	C1orf111_p162346540	1
C1orf112	C1orf112_m169770069	1
C1orf112	C1orf112_m169771801	1
C1orf112	C1orf112_m169771841	1
C1orf112	C1orf112_m169772405	1
C1orf112	C1orf112_p169771791	1
C1orf112	C1orf112_p169771831	1
C1orf112	C1orf112_p169772306	1
C1orf112	C1orf112_p169772318	1
C1orf112	C1orf112_p169772347	1
C1orf112	C1orf112_p169772428	1
C1orf115	C1orf115_m220863760	1
C1orf115	C1orf115_m220863767	1
C1orf115	C1orf115_m220863805	1
C1orf115	C1orf115_m220863847	1
C1orf115	C1orf115_p220863731	1
C1orf115	C1orf115_p220863739	1
C1orf115	C1orf115_p220863752	1
C1orf115	C1orf115_p220863777	1
C1orf115	C1orf115_p220863830	1
C1orf115	C1orf115_p220863839	1
C1orf116	C1orf116_m207196129	1
C1orf116	C1orf116_m207196337	1
C1orf116	C1orf116_p207196098	1
C1orf116	C1orf116_p207196132	1
C1orf116	C1orf116_p207196156	1
C1orf116	C1orf116_p207196179	1
C1orf116	C1orf116_p207196192	1
C1orf116	C1orf116_p207196290	1
C1orf116	C1orf116_p207196296	1
C1orf116	C1orf116_p207196301	1
C1orf122	C1orf122_m38274680	1
C1orf122	C1orf122_m38274685	1
C1orf122	C1orf122_m38274695	1
C1orf122	C1orf122_p38274342	1
C1orf122	C1orf122_p38274349	1
C1orf122	C1orf122_p38274357	1
C1orf122	C1orf122_p38274646	1
C1orf122	C1orf122_p38274700	1
C1orf122	C1orf122_p38274706	1
C1orf122	C1orf122_p38274714	1
C1orf123	C1orf123_m53684578	1
C1orf123	C1orf123_m53685934	1
C1orf123	C1orf123_m53685944	1
C1orf123	C1orf123_m53685955	1
C1orf123	C1orf123_m53685960	1
C1orf123	C1orf123_m53685968	1
C1orf123	C1orf123_m53685988	1
C1orf123	C1orf123_p53685925	1
C1orf123	C1orf123_p53685946	1
C1orf123	C1orf123_p53685971	1
C1orf127	C1orf127_m11036248	1
C1orf127	C1orf127_m11036273	1
C1orf127	C1orf127_m11036284	1
C1orf127	C1orf127_m11036306	1
C1orf127	C1orf127_p11036240	1
C1orf127	C1orf127_p11036253	1
C1orf127	C1orf127_p11036264	1
C1orf127	C1orf127_p11036276	1
C1orf127	C1orf127_p11036288	1
C1orf127	C1orf127_p11042059	1
C1orf131	C1orf131_m231374865	1
C1orf131	C1orf131_m231374924	1
C1orf131	C1orf131_m231376837	1
C1orf131	C1orf131_m231376871	1
C1orf131	C1orf131_p231376760	1
C1orf131	C1orf131_p231376766	1
C1orf131	C1orf131_p231376789	1
C1orf131	C1orf131_p231376797	1
C1orf131	C1orf131_p231376806	1
C1orf131	C1orf131_p231376839	1
C1orf141	C1orf141_m67591489	1
C1orf141	C1orf141_m67591572	1
C1orf141	C1orf141_m67591586	1
C1orf141	C1orf141_m67592850	1
C1orf141	C1orf141_m67592865	1
C1orf141	C1orf141_p67581128	1
C1orf141	C1orf141_p67591475	1
C1orf141	C1orf141_p67592839	1
C1orf141	C1orf141_p67592868	1
C1orf141	C1orf141_p67592886	1
C1orf158	C1orf158_m12806402	1
C1orf158	C1orf158_m12806408	1
C1orf158	C1orf158_m12806420	1
C1orf158	C1orf158_m12806439	1
C1orf158	C1orf158_m12815648	1
C1orf158	C1orf158_m12815656	1
C1orf158	C1orf158_p12806441	1
C1orf158	C1orf158_p12806448	1
C1orf158	C1orf158_p12806460	1
C1orf158	C1orf158_p12806467	1
C1orf159	C1orf159_m1026853	1
C1orf159	C1orf159_m1026862	1
C1orf159	C1orf159_m1026894	1
C1orf159	C1orf159_m1026914	1
C1orf159	C1orf159_p1025783	1
C1orf159	C1orf159_p1025789	1
C1orf159	C1orf159_p1026842	1
C1orf159	C1orf159_p1026868	1
C1orf159	C1orf159_p1026877	1
C1orf159	C1orf159_p1026886	1
C1orf162	C1orf162_m112018680	1
C1orf162	C1orf162_m112019450	1
C1orf162	C1orf162_m112019462	1
C1orf162	C1orf162_m112019469	1
C1orf162	C1orf162_m112019483	1
C1orf162	C1orf162_m112020017	1
C1orf162	C1orf162_m112020027	1
C1orf162	C1orf162_p112018641	1
C1orf162	C1orf162_p112018665	1
C1orf162	C1orf162_p112020257	1
C1orf168	C1orf168_m57258366	1
C1orf168	C1orf168_m57258411	1
C1orf168	C1orf168_m57284957	1
C1orf168	C1orf168_p57258289	1
C1orf168	C1orf168_p57258301	1
C1orf168	C1orf168_p57258357	1
C1orf168	C1orf168_p57258372	1
C1orf168	C1orf168_p57258384	1
C1orf168	C1orf168_p57258390	1
C1orf168	C1orf168_p57258396	1
C1orf172	C1orf172_m27278712	1
C1orf172	C1orf172_m27278811	1
C1orf172	C1orf172_m27278816	1
C1orf172	C1orf172_m27278824	1
C1orf172	C1orf172_p27278693	1
C1orf172	C1orf172_p27278701	1
C1orf172	C1orf172_p27278732	1
C1orf172	C1orf172_p27278737	1
C1orf172	C1orf172_p27278785	1
C1orf172	C1orf172_p27278797	1
C1orf173	C1orf173_m75112352	1
C1orf173	C1orf173_m75112418	1
C1orf173	C1orf173_m75112465	1
C1orf173	C1orf173_m75114907	1
C1orf173	C1orf173_m75114912	1
C1orf173	C1orf173_m75114956	1
C1orf173	C1orf173_m75114961	1
C1orf173	C1orf173_m75114973	1
C1orf173	C1orf173_p75112376	1
C1orf173	C1orf173_p75139165	1
C1orf174	C1orf174_m3809448	1
C1orf174	C1orf174_m3809499	1
C1orf174	C1orf174_m3809511	1
C1orf174	C1orf174_m3809545	1
C1orf174	C1orf174_m3809555	1
C1orf174	C1orf174_m3816737	1
C1orf174	C1orf174_p3809440	1
C1orf174	C1orf174_p3809466	1
C1orf174	C1orf174_p3809473	1
C1orf174	C1orf174_p3809482	1
C1orf177	C1orf177_m55271790	1
C1orf177	C1orf177_m55271803	1
C1orf177	C1orf177_m55271814	1
C1orf177	C1orf177_m55271833	1
C1orf177	C1orf177_p55271782	1
C1orf177	C1orf177_p55271792	1
C1orf177	C1orf177_p55271805	1
C1orf177	C1orf177_p55271816	1
C1orf177	C1orf177_p55271824	1
C1orf177	C1orf177_p55271835	1
C1orf185	C1orf185_m51584357	1
C1orf185	C1orf185_m51584395	1
C1orf185	C1orf185_p51578163	1
C1orf185	C1orf185_p51578170	1
C1orf185	C1orf185_p51578184	1
C1orf185	C1orf185_p51578198	1
C1orf185	C1orf185_p51578219	1
C1orf185	C1orf185_p51584363	1
C1orf185	C1orf185_p51584379	1
C1orf185	C1orf185_p51584451	1
C1orf186	C1orf186_m206243215	1
C1orf186	C1orf186_m206243232	1
C1orf186	C1orf186_m206243237	1
C1orf186	C1orf186_m206243245	1
C1orf186	C1orf186_p206243146	1
C1orf186	C1orf186_p206243156	1
C1orf186	C1orf186_p206243164	1
C1orf186	C1orf186_p206243171	1
C1orf186	C1orf186_p206243179	1
C1orf186	C1orf186_p206243186	1
C1orf189	C1orf189_m154172975	1
C1orf189	C1orf189_m154172984	1
C1orf189	C1orf189_m154172991	1
C1orf189	C1orf189_m154173022	1
C1orf189	C1orf189_m154173029	1
C1orf189	C1orf189_m154173036	1
C1orf189	C1orf189_m154178075	1
C1orf189	C1orf189_m154178776	1
C1orf189	C1orf189_p154172996	1
C1orf189	C1orf189_p154178078	1
C1orf192	C1orf192_m161336021	1
C1orf192	C1orf192_m161336051	1
C1orf192	C1orf192_m161337633	1
C1orf192	C1orf192_p161335415	1
C1orf192	C1orf192_p161335441	1
C1orf192	C1orf192_p161335453	1
C1orf192	C1orf192_p161335974	1
C1orf192	C1orf192_p161336008	1
