Gene	sgRNA	eff
C12orf65	C12orf65_p123738211	1
C12orf65	C12orf65_p123738253	1
C12orf65	C12orf65_p123738319	1
C12orf65	C12orf65_p123738328	1
C12orf65	C12orf65_p123738364	1
C12orf66	C12orf66_m64615851	1
C12orf66	C12orf66_m64615877	1
C12orf66	C12orf66_m64615893	1
C12orf66	C12orf66_m64615902	1
C12orf66	C12orf66_m64615908	1
C12orf66	C12orf66_m64615917	1
C12orf66	C12orf66_m64615923	1
C12orf66	C12orf66_m64615943	1
C12orf66	C12orf66_p64615961	1
C12orf66	C12orf66_p64615967	1
C12orf68	C12orf68_m48577936	1
C12orf68	C12orf68_m48577963	1
C12orf68	C12orf68_m48578045	1
C12orf68	C12orf68_p48577893	1
C12orf68	C12orf68_p48577901	1
C12orf68	C12orf68_p48577916	1
C12orf68	C12orf68_p48577923	1
C12orf68	C12orf68_p48577967	1
C12orf68	C12orf68_p48578006	1
C12orf68	C12orf68_p48578015	1
C12orf73	C12orf73_m104345382	1
C12orf73	C12orf73_m104350410	1
C12orf73	C12orf73_m104350416	1
C12orf73	C12orf73_m104350447	1
C12orf73	C12orf73_m104350461	1
C12orf73	C12orf73_m104350508	1
C12orf73	C12orf73_p104345370	1
C12orf73	C12orf73_p104350394	1
C12orf73	C12orf73_p104350489	1
C12orf73	C12orf73_p104350495	1
C12orf75	C12orf75_m105724688	1
C12orf75	C12orf75_m105742383	1
C12orf75	C12orf75_m105742397	1
C12orf75	C12orf75_m105759598	1
C12orf75	C12orf75_m105760421	1
C12orf75	C12orf75_p105724657	1
C12orf75	C12orf75_p105724680	1
C12orf75	C12orf75_p105760395	1
C12orf75	C12orf75_p105760442	1
C12orf75	C12orf75_p105760447	1
C12orf76	C12orf76_m110495092	1
C12orf76	C12orf76_m110496794	1
C12orf76	C12orf76_m110496800	1
C12orf76	C12orf76_m110496808	1
C12orf76	C12orf76_m110496872	1
C12orf76	C12orf76_m110496888	1
C12orf76	C12orf76_m110496898	1
C12orf76	C12orf76_m110496904	1
C12orf76	C12orf76_p110496909	1
C12orf76	C12orf76_p110503651	1
C13orf45	C13orf45_m76445269	1
C13orf45	C13orf45_m76445337	1
C13orf45	C13orf45_m76445351	1
C13orf45	C13orf45_m76445365	1
C13orf45	C13orf45_m76445370	1
C13orf45	C13orf45_p76445252	1
C13orf45	C13orf45_p76445259	1
C13orf45	C13orf45_p76445273	1
C13orf45	C13orf45_p76445306	1
C13orf45	C13orf45_p76445356	1
C14orf105	C14orf105_m57960264	1
C14orf105	C14orf105_m57960282	1
C14orf105	C14orf105_m57960318	1
C14orf105	C14orf105_m57960342	1
C14orf105	C14orf105_m57960350	1
C14orf105	C14orf105_m57960402	1
C14orf105	C14orf105_p57960324	1
C14orf105	C14orf105_p57960334	1
C14orf105	C14orf105_p57960384	1
C14orf105	C14orf105_p57960405	1
C14orf119	C14orf119_m23566873	1
C14orf119	C14orf119_m23566886	1
C14orf119	C14orf119_m23566897	1
C14orf119	C14orf119_m23566908	1
C14orf119	C14orf119_m23566921	1
C14orf119	C14orf119_m23566950	1
C14orf119	C14orf119_m23566973	1
C14orf119	C14orf119_p23566854	1
C14orf119	C14orf119_p23566956	1
C14orf119	C14orf119_p23566979	1
C14orf132	C14orf132_m96505850	1
C14orf132	C14orf132_m96552883	1
C14orf132	C14orf132_m96552902	1
C14orf132	C14orf132_m96552911	1
C14orf132	C14orf132_m96552929	1
C14orf132	C14orf132_p96505833	1
C14orf132	C14orf132_p96505842	1
C14orf132	C14orf132_p96552837	1
C14orf132	C14orf132_p96552867	1
C14orf132	C14orf132_p96552918	1
C14orf142	C14orf142_m93673311	1
C14orf142	C14orf142_m93673318	1
C14orf142	C14orf142_m93673330	1
C14orf142	C14orf142_m93673349	1
C14orf142	C14orf142_m93673354	1
C14orf142	C14orf142_m93673359	1
C14orf142	C14orf142_m93673371	1
C14orf142	C14orf142_p93673301	1
C14orf142	C14orf142_p93673320	1
C14orf142	C14orf142_p93673361	1
C14orf159	C14orf159_m91626655	1
C14orf159	C14orf159_m91626666	1
C14orf159	C14orf159_m91626674	1
C14orf159	C14orf159_m91626681	1
C14orf159	C14orf159_m91626710	1
C14orf159	C14orf159_m91626729	1
C14orf159	C14orf159_m91633567	1
C14orf159	C14orf159_p91626639	1
C14orf159	C14orf159_p91626712	1
C14orf159	C14orf159_p91626719	1
C14orf166B	C14orf166B_m77292849	1
C14orf166B	C14orf166B_m77292855	1
C14orf166B	C14orf166B_m77292865	1
C14orf166B	C14orf166B_m77292875	1
C14orf166B	C14orf166B_m77294632	1
C14orf166B	C14orf166B_m77294653	1
C14orf166B	C14orf166B_m77294729	1
C14orf166B	C14orf166B_p77292867	1
C14orf166B	C14orf166B_p77292883	1
C14orf166B	C14orf166B_p77294718	1
C14orf166	C14orf166_m52456358	1
C14orf166	C14orf166_m52456365	1
C14orf166	C14orf166_m52456399	1
C14orf166	C14orf166_m52458128	1
C14orf166	C14orf166_p52458043	1
C14orf166	C14orf166_p52458087	1
C14orf166	C14orf166_p52458118	1
C14orf166	C14orf166_p52460509	1
C14orf166	C14orf166_p52460518	1
C14orf166	C14orf166_p52465276	1
C14orf169	C14orf169_m73957723	1
C14orf169	C14orf169_m73957736	1
C14orf169	C14orf169_m73957741	1
C14orf169	C14orf169_m73957752	1
C14orf169	C14orf169_m73957789	1
C14orf169	C14orf169_m73957794	1
C14orf169	C14orf169_p73957707	1
C14orf169	C14orf169_p73957715	1
C14orf169	C14orf169_p73957725	1
C14orf169	C14orf169_p73957744	1
C14orf180	C14orf180_m105052796	1
C14orf180	C14orf180_m105052804	1
C14orf180	C14orf180_m105052809	1
C14orf180	C14orf180_m105052828	1
C14orf180	C14orf180_m105052856	1
C14orf180	C14orf180_m105054084	1
C14orf180	C14orf180_m105054109	1
C14orf180	C14orf180_p105052761	1
C14orf180	C14orf180_p105052783	1
C14orf180	C14orf180_p105052817	1
C14orf183	C14orf183_m50558364	1
C14orf183	C14orf183_m50558385	1
C14orf183	C14orf183_m50558469	1
C14orf183	C14orf183_m50559294	1
C14orf183	C14orf183_m50559330	1
C14orf183	C14orf183_m50559349	1
C14orf183	C14orf183_p50558402	1
C14orf183	C14orf183_p50558413	1
C14orf183	C14orf183_p50558420	1
C14orf183	C14orf183_p50559340	1
C14orf1	C14orf1_m76121287	1
C14orf1	C14orf1_m76121302	1
C14orf1	C14orf1_m76123714	1
C14orf1	C14orf1_m76123786	1
C14orf1	C14orf1_m76123805	1
C14orf1	C14orf1_m76123811	1
C14orf1	C14orf1_p76121275	1
C14orf1	C14orf1_p76121289	1
C14orf1	C14orf1_p76123699	1
C14orf1	C14orf1_p76123817	1
C14orf28	C14orf28_m45369754	1
C14orf28	C14orf28_m45369768	1
C14orf28	C14orf28_m45369776	1
C14orf28	C14orf28_m45369807	1
C14orf28	C14orf28_m45369813	1
C14orf28	C14orf28_m45369868	1
C14orf28	C14orf28_p45369702	1
C14orf28	C14orf28_p45369939	1
C14orf28	C14orf28_p45369945	1
C14orf28	C14orf28_p45369955	1
C14orf2	C14orf2_m104379015	1
C14orf2	C14orf2_m104381443	1
C14orf2	C14orf2_m104381449	1
C14orf2	C14orf2_m104381454	1
C14orf2	C14orf2_m104381462	1
C14orf2	C14orf2_m104387316	1
C14orf2	C14orf2_p104378994	1
C14orf2	C14orf2_p104379000	1
C14orf2	C14orf2_p104381390	1
C14orf2	C14orf2_p104381469	1
C14orf37	C14orf37_m58605783	1
C14orf37	C14orf37_m58605832	1
C14orf37	C14orf37_m58605952	1
C14orf37	C14orf37_m58606000	1
C14orf37	C14orf37_m58606045	1
C14orf37	C14orf37_m58606071	1
C14orf37	C14orf37_p58605813	1
C14orf37	C14orf37_p58605834	1
C14orf37	C14orf37_p58605856	1
C14orf37	C14orf37_p58605914	1
C14orf79	C14orf79_m105452812	1
C14orf79	C14orf79_m105452852	1
C14orf79	C14orf79_p105452760	1
C14orf79	C14orf79_p105452767	1
C14orf79	C14orf79_p105452794	1
C14orf79	C14orf79_p105452824	1
C14orf79	C14orf79_p105452835	1
C14orf79	C14orf79_p105452854	1
C14orf79	C14orf79_p105452859	1
C14orf79	C14orf79_p105452865	1
C14orf80	C14orf80_m105957962	1
C14orf80	C14orf80_m105957981	1
C14orf80	C14orf80_m105957987	1
C14orf80	C14orf80_m105958000	1
C14orf80	C14orf80_m105958005	1
C14orf80	C14orf80_m105958450	1
C14orf80	C14orf80_m105958455	1
C14orf80	C14orf80_p105957950	1
C14orf80	C14orf80_p105958014	1
C14orf80	C14orf80_p105958438	1
C14orf93	C14orf93_m23468121	1
C14orf93	C14orf93_m23468126	1
C14orf93	C14orf93_m23468134	1
C14orf93	C14orf93_m23468143	1
C14orf93	C14orf93_p23468105	1
C14orf93	C14orf93_p23468160	1
C14orf93	C14orf93_p23468175	1
C14orf93	C14orf93_p23468180	1
C14orf93	C14orf93_p23468205	1
C14orf93	C14orf93_p23468211	1
C15orf26	C15orf26_m81426694	1
C15orf26	C15orf26_m81426702	1
C15orf26	C15orf26_m81426732	1
C15orf26	C15orf26_p81426667	1
C15orf26	C15orf26_p81426672	1
C15orf26	C15orf26_p81426680	1
C15orf26	C15orf26_p81426685	1
C15orf26	C15orf26_p81426711	1
C15orf26	C15orf26_p81426717	1
C15orf26	C15orf26_p81427624	1
C15orf27	C15orf27_m76426604	1
C15orf27	C15orf27_m76426619	1
C15orf27	C15orf27_m76426635	1
C15orf27	C15orf27_m76430051	1
C15orf27	C15orf27_m76430091	1
C15orf27	C15orf27_m76430112	1
C15orf27	C15orf27_m76430126	1
C15orf27	C15orf27_m76430163	1
C15orf27	C15orf27_p76430039	1
C15orf27	C15orf27_p76430130	1
C15orf38	C15orf38_m90454008	1
C15orf38	C15orf38_m90454030	1
C15orf38	C15orf38_m90456004	1
C15orf38	C15orf38_m90456013	1
C15orf38	C15orf38_m90456027	1
C15orf38	C15orf38_m90456047	1
C15orf38	C15orf38_p90454016	1
C15orf38	C15orf38_p90456015	1
C15orf38	C15orf38_p90456030	1
C15orf38	C15orf38_p90456039	1
C15orf39	C15orf39_m75498425	1
C15orf39	C15orf39_m75498447	1
C15orf39	C15orf39_m75498465	1
C15orf39	C15orf39_m75498486	1
C15orf39	C15orf39_m75498542	1
C15orf39	C15orf39_m75498557	1
C15orf39	C15orf39_m75498564	1
C15orf39	C15orf39_m75498592	1
C15orf39	C15orf39_m75498598	1
C15orf39	C15orf39_p75498499	1
C15orf40	C15orf40_m83680250	1
C15orf40	C15orf40_m83680268	1
C15orf40	C15orf40_m83680307	1
C15orf40	C15orf40_m83680325	1
C15orf40	C15orf40_m83680335	1
C15orf40	C15orf40_m83680341	1
C15orf40	C15orf40_p83679084	1
C15orf40	C15orf40_p83680252	1
C15orf40	C15orf40_p83680260	1
C15orf40	C15orf40_p83680278	1
C15orf41	C15orf41_m36983888	1
C15orf41	C15orf41_m36983935	1
C15orf41	C15orf41_p36950040	1
C15orf41	C15orf41_p36950050	1
C15orf41	C15orf41_p36950055	1
C15orf41	C15orf41_p36950065	1
C15orf41	C15orf41_p36950074	1
C15orf41	C15orf41_p36983894	1
C15orf41	C15orf41_p36983917	1
C15orf41	C15orf41_p36983943	1
C15orf43	C15orf43_m45249121	1
C15orf43	C15orf43_m45249129	1
C15orf43	C15orf43_m45249156	1
C15orf43	C15orf43_m45249163	1
C15orf43	C15orf43_m45250585	1
C15orf43	C15orf43_p45248904	1
C15orf43	C15orf43_p45248913	1
C15orf43	C15orf43_p45248947	1
C15orf43	C15orf43_p45248956	1
C15orf43	C15orf43_p45249080	1
C15orf48	C15orf48_m45723207	1
C15orf48	C15orf48_m45723244	1
C15orf48	C15orf48_m45723277	1
C15orf48	C15orf48_m45724291	1
C15orf48	C15orf48_m45724297	1
C15orf48	C15orf48_p45723188	1
C15orf48	C15orf48_p45723209	1
C15orf48	C15orf48_p45723216	1
C15orf48	C15orf48_p45723247	1
C15orf48	C15orf48_p45725146	1
C15orf52	C15orf52_m40633013	1
C15orf52	C15orf52_m40633037	1
C15orf52	C15orf52_m40633105	1
C15orf52	C15orf52_m40633111	1
C15orf52	C15orf52_m40633120	1
C15orf52	C15orf52_m40633125	1
C15orf52	C15orf52_p40633005	1
C15orf52	C15orf52_p40633063	1
C15orf52	C15orf52_p40633072	1
C15orf52	C15orf52_p40633078	1
C15orf54	C15orf54_m39544382	1
C15orf54	C15orf54_m39544396	1
C15orf54	C15orf54_m39544429	1
C15orf54	C15orf54_m39544435	1
C15orf54	C15orf54_m39544470	1
C15orf54	C15orf54_p39544336	1
C15orf54	C15orf54_p39544345	1
C15orf54	C15orf54_p39544352	1
C15orf54	C15orf54_p39544409	1
C15orf54	C15orf54_p39544439	1
C15orf56	C15orf56_m40544912	1
C15orf56	C15orf56_m40544978	1
C15orf56	C15orf56_m40545038	1
C15orf56	C15orf56_m40545044	1
C15orf56	C15orf56_p40544853	1
C15orf56	C15orf56_p40544870	1
C15orf56	C15orf56_p40544981	1
C15orf56	C15orf56_p40545008	1
C15orf56	C15orf56_p40545024	1
C15orf56	C15orf56_p40545029	1
C15orf57	C15orf57_m40855062	1
C15orf57	C15orf57_m40855068	1
C15orf57	C15orf57_m40855084	1
C15orf57	C15orf57_m40855159	1
C15orf57	C15orf57_m40855168	1
C15orf57	C15orf57_m40855173	1
C15orf57	C15orf57_p40855088	1
C15orf57	C15orf57_p40855107	1
C15orf57	C15orf57_p40855121	1
C15orf57	C15orf57_p40855147	1
C15orf60	C15orf60_m73735550	1
C15orf60	C15orf60_m73735558	1
C15orf60	C15orf60_m73735569	1
C15orf60	C15orf60_m73735592	1
C15orf60	C15orf60_m73735608	1
C15orf60	C15orf60_m73735619	1
C15orf60	C15orf60_m73735629	1
C15orf60	C15orf60_m73735636	1
C15orf60	C15orf60_p73735513	1
C15orf60	C15orf60_p73735578	1
C15orf61	C15orf61_m67813587	1
C15orf61	C15orf61_m67813608	1
C15orf61	C15orf61_m67813670	1
C15orf61	C15orf61_m67813676	1
C15orf61	C15orf61_m67813683	1
C15orf61	C15orf61_p67813578	1
C15orf61	C15orf61_p67813591	1
C15orf61	C15orf61_p67813617	1
C15orf61	C15orf61_p67813623	1
C15orf61	C15orf61_p67813692	1
C16orf11	C16orf11_m613295	1
C16orf11	C16orf11_m613357	1
C16orf11	C16orf11_m613366	1
C16orf11	C16orf11_m613396	1
C16orf11	C16orf11_m613423	1
C16orf11	C16orf11_m613430	1
C16orf11	C16orf11_p613280	1
C16orf11	C16orf11_p613287	1
C16orf11	C16orf11_p613302	1
C16orf11	C16orf11_p613309	1
C16orf13	C16orf13_m686220	1
C16orf13	C16orf13_m686226	1
C16orf13	C16orf13_m686259	1
C16orf13	C16orf13_m686271	1
C16orf13	C16orf13_m686280	1
C16orf13	C16orf13_p686193	1
C16orf13	C16orf13_p686198	1
C16orf13	C16orf13_p686205	1
C16orf13	C16orf13_p686230	1
C16orf13	C16orf13_p686251	1
C16orf45	C16orf45_m15609182	1
C16orf45	C16orf45_m15609197	1
C16orf45	C16orf45_m15609205	1
C16orf45	C16orf45_m15661838	1
C16orf45	C16orf45_p15609147	1
C16orf45	C16orf45_p15609162	1
C16orf45	C16orf45_p15609186	1
C16orf45	C16orf45_p15609234	1
C16orf45	C16orf45_p15609242	1
C16orf45	C16orf45_p15609257	1
C16orf52	C16orf52_m22019638	1
C16orf52	C16orf52_m22019665	1
C16orf52	C16orf52_m22019680	1
C16orf52	C16orf52_m22019686	1
C16orf52	C16orf52_m22019695	1
C16orf52	C16orf52_m22086806	1
C16orf52	C16orf52_m22086826	1
C16orf52	C16orf52_p22019625	1
C16orf52	C16orf52_p22086830	1
C16orf52	C16orf52_p22086840	1
C16orf54	C16orf54_m29756151	1
C16orf54	C16orf54_m29756188	1
C16orf54	C16orf54_m29756245	1
C16orf54	C16orf54_p29756112	1
C16orf54	C16orf54_p29756130	1
C16orf54	C16orf54_p29756139	1
C16orf54	C16orf54_p29756153	1
C16orf54	C16orf54_p29756180	1
C16orf54	C16orf54_p29756231	1
C16orf54	C16orf54_p29756237	1
C16orf55	C16orf55_m89724727	1
C16orf55	C16orf55_m89724736	1
C16orf55	C16orf55_m89724790	1
C16orf55	C16orf55_m89724799	1
C16orf55	C16orf55_m89724813	1
C16orf55	C16orf55_p89724707	1
C16orf55	C16orf55_p89724715	1
C16orf55	C16orf55_p89724746	1
C16orf55	C16orf55_p89724761	1
C16orf55	C16orf55_p89735712	1
C16orf58	C16orf58_m31519515	1
C16orf58	C16orf58_m31519591	1
C16orf58	C16orf58_m31519640	1
C16orf58	C16orf58_m31519675	1
C16orf58	C16orf58_m31519680	1
C16orf58	C16orf58_p31519518	1
C16orf58	C16orf58_p31519532	1
C16orf58	C16orf58_p31519538	1
C16orf58	C16orf58_p31519595	1
C16orf58	C16orf58_p31519644	1
C16orf59	C16orf59_m2510282	1
C16orf59	C16orf59_m2510309	1
C16orf59	C16orf59_m2510318	1
C16orf59	C16orf59_m2510630	1
C16orf59	C16orf59_m2510640	1
C16orf59	C16orf59_p2510132	1
C16orf59	C16orf59_p2510345	1
C16orf59	C16orf59_p2510360	1
C16orf59	C16orf59_p2510612	1
C16orf59	C16orf59_p2510619	1
C16orf62	C16orf62_m19566836	1
C16orf62	C16orf62_m19566869	1
C16orf62	C16orf62_m19566895	1
C16orf62	C16orf62_p19566771	1
C16orf62	C16orf62_p19566788	1
C16orf62	C16orf62_p19566797	1
C16orf62	C16orf62_p19566802	1
C16orf62	C16orf62_p19566897	1
C16orf62	C16orf62_p19566907	1
C16orf62	C16orf62_p19566916	1
C16orf70	C16orf70_m67144078	1
C16orf70	C16orf70_m67144089	1
C16orf70	C16orf70_m67154022	1
C16orf70	C16orf70_m67154041	1
C16orf70	C16orf70_p67144068	1
C16orf70	C16orf70_p67144092	1
C16orf70	C16orf70_p67144119	1
C16orf70	C16orf70_p67154003	1
C16orf70	C16orf70_p67154009	1
C16orf70	C16orf70_p67154075	1
C16orf71	C16orf71_m4786514	1
C16orf71	C16orf71_m4786525	1
C16orf71	C16orf71_m4786591	1
C16orf71	C16orf71_m4786613	1
C16orf71	C16orf71_p4786517	1
C16orf71	C16orf71_p4786529	1
C16orf71	C16orf71_p4786540	1
C16orf71	C16orf71_p4786553	1
C16orf71	C16orf71_p4786577	1
C16orf71	C16orf71_p4786604	1
C16orf72	C16orf72_m9185939	1
C16orf72	C16orf72_m9185952	1
C16orf72	C16orf72_p9185890	1
C16orf72	C16orf72_p9185897	1
C16orf72	C16orf72_p9185906	1
C16orf72	C16orf72_p9185918	1
C16orf72	C16orf72_p9185925	1
C16orf72	C16orf72_p9185956	1
C16orf72	C16orf72_p9185966	1
C16orf72	C16orf72_p9185972	1
C16orf74	C16orf74_m85741655	1
C16orf74	C16orf74_m85741666	1
C16orf74	C16orf74_m85743780	1
C16orf74	C16orf74_m85743787	1
C16orf74	C16orf74_m85743871	1
C16orf74	C16orf74_m85768797	1
C16orf74	C16orf74_p85743823	1
C16orf74	C16orf74_p85743838	1
C16orf74	C16orf74_p85743843	1
C16orf74	C16orf74_p85768784	1
C16orf78	C16orf78_m49407873	1
C16orf78	C16orf78_m49407889	1
C16orf78	C16orf78_m49407947	1
C16orf78	C16orf78_p49407846	1
C16orf78	C16orf78_p49407855	1
C16orf78	C16orf78_p49407875	1
C16orf78	C16orf78_p49407905	1
C16orf78	C16orf78_p49407933	1
C16orf78	C16orf78_p49407938	1
C16orf78	C16orf78_p49407950	1
C16orf80	C16orf80_m58150777	1
C16orf80	C16orf80_m58150806	1
C16orf80	C16orf80_m58150847	1
C16orf80	C16orf80_m58162946	1
C16orf80	C16orf80_p58150031	1
C16orf80	C16orf80_p58150785	1
C16orf80	C16orf80_p58150791	1
C16orf80	C16orf80_p58162962	1
C16orf80	C16orf80_p58162967	1
C16orf80	C16orf80_p58162979	1
C16orf86	C16orf86_m67700954	1
C16orf86	C16orf86_m67700970	1
C16orf86	C16orf86_m67701204	1
C16orf86	C16orf86_m67701218	1
C16orf86	C16orf86_m67701224	1
C16orf86	C16orf86_p67700860	1
C16orf86	C16orf86_p67700865	1
C16orf86	C16orf86_p67700905	1
C16orf86	C16orf86_p67700933	1
C16orf86	C16orf86_p67701185	1
C16orf87	C16orf87_m46843674	1
C16orf87	C16orf87_m46858299	1
C16orf87	C16orf87_m46858365	1
C16orf87	C16orf87_m46865030	1
C16orf87	C16orf87_p46843659	1
C16orf87	C16orf87_p46858284	1
C16orf87	C16orf87_p46858347	1
C16orf87	C16orf87_p46858368	1
C16orf87	C16orf87_p46864989	1
C16orf87	C16orf87_p46865022	1
C16orf89	C16orf89_m5115833	1
C16orf89	C16orf89_m5115838	1
C16orf89	C16orf89_m5115855	1
C16orf89	C16orf89_m5115898	1
C16orf89	C16orf89_p5115776	1
C16orf89	C16orf89_p5115786	1
C16orf89	C16orf89_p5115817	1
C16orf89	C16orf89_p5115825	1
C16orf89	C16orf89_p5115841	1
C16orf89	C16orf89_p5115863	1
C16orf91	C16orf91_m1470542	1
C16orf91	C16orf91_m1470548	1
C16orf91	C16orf91_m1470556	1
C16orf91	C16orf91_m1470584	1
C16orf91	C16orf91_m1470589	1
C16orf91	C16orf91_m1470605	1
C16orf91	C16orf91_p1470516	1
C16orf91	C16orf91_p1470527	1
C16orf91	C16orf91_p1470534	1
C16orf91	C16orf91_p1470680	1
C16orf92	C16orf92_m30034676	1
C16orf92	C16orf92_m30035058	1
C16orf92	C16orf92_m30035097	1
C16orf92	C16orf92_p30034663	1
C16orf92	C16orf92_p30034668	1
C16orf92	C16orf92_p30034678	1
C16orf92	C16orf92_p30034688	1
C16orf92	C16orf92_p30035048	1
C16orf92	C16orf92_p30035060	1
C16orf92	C16orf92_p30035111	1
C16orf93	C16orf93_m30772906	1
C16orf93	C16orf93_m30772912	1
C16orf93	C16orf93_m30772922	1
C16orf93	C16orf93_m30772931	1
C16orf93	C16orf93_m30772949	1
C16orf93	C16orf93_m30772957	1
C16orf93	C16orf93_m30772962	1
C16orf93	C16orf93_m30772986	1
C16orf93	C16orf93_m30772993	1
C16orf93	C16orf93_m30773023	1
C16orf95	C16orf95_m87348694	1
C16orf95	C16orf95_m87350702	1
C16orf95	C16orf95_m87350727	1
C16orf95	C16orf95_m87350764	1
C16orf95	C16orf95_p87348660	1
C16orf95	C16orf95_p87348666	1
C16orf95	C16orf95_p87349364	1
C16orf95	C16orf95_p87349389	1
C16orf95	C16orf95_p87350692	1
C16orf95	C16orf95_p87350770	1
C16orf96	C16orf96_m4606515	1
C16orf96	C16orf96_m4606524	1
C16orf96	C16orf96_m4606603	1
C16orf96	C16orf96_m4606611	1
C16orf96	C16orf96_m4606627	1
C16orf96	C16orf96_p4606498	1
C16orf96	C16orf96_p4606562	1
C16orf96	C16orf96_p4606570	1
C16orf96	C16orf96_p4606585	1
C16orf96	C16orf96_p4606618	1
C16orf97	C16orf97_m52068783	1
C16orf97	C16orf97_m52092323	1
C16orf97	C16orf97_m52107733	1
C16orf97	C16orf97_m52107746	1
C16orf97	C16orf97_p52092286	1
C16orf97	C16orf97_p52092291	1
C16orf97	C16orf97_p52092302	1
C16orf97	C16orf97_p52092313	1
C16orf97	C16orf97_p52107704	1
C16orf97	C16orf97_p52107737	1
C17orf103	C17orf103_m21156473	1
C17orf103	C17orf103_m21156481	1
C17orf103	C17orf103_m21156547	1
C17orf103	C17orf103_m21156566	1
C17orf103	C17orf103_p21156459	1
C17orf103	C17orf103_p21156483	1
C17orf103	C17orf103_p21156498	1
C17orf103	C17orf103_p21156503	1
C17orf103	C17orf103_p21156529	1
C17orf103	C17orf103_p21156534	1
C17orf104	C17orf104_m42733981	1
C17orf104	C17orf104_m42734512	1
C17orf104	C17orf104_m42734546	1
C17orf104	C17orf104_m42734552	1
C17orf104	C17orf104_m42734567	1
C17orf104	C17orf104_p42734020	1
C17orf104	C17orf104_p42734028	1
C17orf104	C17orf104_p42734518	1
C17orf104	C17orf104_p42734530	1
C17orf104	C17orf104_p42734554	1
C17orf107	C17orf107_m4803072	1
C17orf107	C17orf107_m4803079	1
C17orf107	C17orf107_m4803088	1
C17orf107	C17orf107_m4803104	1
C17orf107	C17orf107_m4803110	1
C17orf107	C17orf107_m4803118	1
C17orf107	C17orf107_m4803247	1
C17orf107	C17orf107_m4803261	1
C17orf107	C17orf107_p4803042	1
C17orf107	C17orf107_p4803253	1
C17orf47	C17orf47_m56621489	1
C17orf47	C17orf47_m56621496	1
C17orf47	C17orf47_m56621526	1
C17orf47	C17orf47_p56621375	1
C17orf47	C17orf47_p56621383	1
C17orf47	C17orf47_p56621390	1
C17orf47	C17orf47_p56621411	1
C17orf47	C17orf47_p56621418	1
C17orf47	C17orf47_p56621446	1
C17orf47	C17orf47_p56621499	1
C17orf49	C17orf49_m6918177	1
C17orf49	C17orf49_m6918192	1
C17orf49	C17orf49_m6918405	1
C17orf49	C17orf49_m6918452	1
C17orf49	C17orf49_m6919818	1
C17orf49	C17orf49_p6918376	1
C17orf49	C17orf49_p6918383	1
C17orf49	C17orf49_p6918433	1
C17orf49	C17orf49_p6919804	1
C17orf49	C17orf49_p6919822	1
C17orf50	C17orf50_m34091039	1
C17orf50	C17orf50_m34091068	1
C17orf50	C17orf50_m34091073	1
C17orf50	C17orf50_p34087951	1
C17orf50	C17orf50_p34091046	1
C17orf50	C17orf50_p34091053	1
C17orf50	C17orf50_p34091059	1
C17orf50	C17orf50_p34091077	1
C17orf50	C17orf50_p34091112	1
C17orf50	C17orf50_p34091119	1
C17orf51	C17orf51_m21454537	1
C17orf51	C17orf51_m21454556	1
C17orf51	C17orf51_m21454561	1
C17orf51	C17orf51_p21454511	1
C17orf51	C17orf51_p21454521	1
C17orf51	C17orf51_p21454527	1
C17orf51	C17orf51_p21454541	1
C17orf51	C17orf51_p21454548	1
C17orf51	C17orf51_p21454563	1
C17orf51	C17orf51_p21454603	1
C17orf53	C17orf53_m42225260	1
C17orf53	C17orf53_m42225279	1
C17orf53	C17orf53_p42222578	1
C17orf53	C17orf53_p42222584	1
C17orf53	C17orf53_p42222599	1
C17orf53	C17orf53_p42225221	1
C17orf53	C17orf53_p42225238	1
C17orf53	C17orf53_p42225246	1
C17orf53	C17orf53_p42225267	1
C17orf53	C17orf53_p42225292	1
C17orf58	C17orf58_m65988127	1
C17orf58	C17orf58_m65989033	1
C17orf58	C17orf58_m65989204	1
C17orf58	C17orf58_p65988132	1
C17orf58	C17orf58_p65988147	1
C17orf58	C17orf58_p65988165	1
C17orf58	C17orf58_p65989066	1
C17orf58	C17orf58_p65989073	1
C17orf58	C17orf58_p65989184	1
C17orf58	C17orf58_p65989217	1
C17orf59	C17orf59_m8093345	1
C17orf59	C17orf59_m8093372	1
C17orf59	C17orf59_m8093377	1
C17orf59	C17orf59_m8093384	1
C17orf59	C17orf59_m8093397	1
C17orf59	C17orf59_m8093406	1
C17orf59	C17orf59_m8093445	1
C17orf59	C17orf59_p8093351	1
C17orf59	C17orf59_p8093408	1
C17orf59	C17orf59_p8093413	1
C17orf62	C17orf62_m80407061	1
C17orf62	C17orf62_m80407067	1
C17orf62	C17orf62_m80407117	1
C17orf62	C17orf62_p80407045	1
C17orf62	C17orf62_p80407053	1
C17orf62	C17orf62_p80407069	1
C17orf62	C17orf62_p80407075	1
C17orf62	C17orf62_p80407082	1
C17orf62	C17orf62_p80407087	1
C17orf62	C17orf62_p80407102	1
C17orf64	C17orf64_m58503163	1
C17orf64	C17orf64_m58503177	1
C17orf64	C17orf64_m58503183	1
C17orf64	C17orf64_m58503188	1
C17orf64	C17orf64_p58499947	1
C17orf64	C17orf64_p58499953	1
C17orf64	C17orf64_p58503142	1
C17orf64	C17orf64_p58503196	1
C17orf64	C17orf64_p58503202	1
C17orf64	C17orf64_p58503208	1
C17orf66	C17orf66_m34193729	1
